t,x,y,z
394.0,-3.2574058,-4.3017097,0.09093077
395.0,-3.2565157,-4.3023405,0.090913534
396.0,-3.255626,-4.302971,0.0908963
397.0,-3.2547357,-4.3036013,0.09087907
398.0,-3.2538457,-4.3042316,0.09086183
399.0,-3.2529552,-4.304862,0.09084459
400.0,-3.2520647,-4.305492,0.09082734
401.0,-3.2511742,-4.306122,0.09081008
402.0,-3.2502832,-4.3067513,0.09079283
403.0,-3.2493925,-4.3073807,0.090775564
404.0,-3.2485013,-4.30801,0.0907583
405.0,-3.24761,-4.308639,0.09074104
406.0,-3.246719,-4.309268,0.09072377
407.0,-3.2458274,-4.3098965,0.09070649
408.0,-3.2449358,-4.310525,0.09068921
409.0,-3.244044,-4.3111534,0.09067193
410.0,-3.2431521,-4.3117814,0.09065464
411.0,-3.2422602,-4.3124094,0.09063735
412.0,-3.241368,-4.313037,0.090620056
413.0,-3.2404757,-4.313665,0.090602756
414.0,-3.2395833,-4.314292,0.090585455
415.0,-3.2386906,-4.3149195,0.09056815
416.0,-3.237798,-4.3155465,0.09055084
417.0,-3.236905,-4.316173,0.090533525
418.0,-3.2360122,-4.3167996,0.09051621
419.0,-3.235119,-4.317426,0.09049889
420.0,-3.2342257,-4.318053,0.090481564
421.0,-3.2333324,-4.318679,0.090464234
422.0,-3.2324388,-4.3193045,0.0904469
423.0,-3.2315452,-4.3199306,0.09042957
424.0,-3.2306514,-4.320556,0.09041222
425.0,-3.2297575,-4.3211813,0.09039488
426.0,-3.2288635,-4.3218064,0.09037753
427.0,-3.2279692,-4.3224316,0.09036018
428.0,-3.2270749,-4.323056,0.09034282
429.0,-3.2261803,-4.323681,0.09032546
430.0,-3.2252858,-4.3243055,0.0903081
431.0,-3.224391,-4.3249297,0.09029073
432.0,-3.223496,-4.325554,0.09027336
433.0,-3.222601,-4.3261776,0.09025598
434.0,-3.221706,-4.3268013,0.09023861
435.0,-3.2208107,-4.327425,0.090221226
436.0,-3.2199152,-4.328048,0.09020384
437.0,-3.2190194,-4.3286715,0.09018645
438.0,-3.218124,-4.3292947,0.09016905
439.0,-3.217228,-4.3299174,0.09015165
440.0,-3.216332,-4.3305397,0.090134256
441.0,-3.2154357,-4.3311625,0.09011685
442.0,-3.2145395,-4.3317847,0.09009944
443.0,-3.213643,-4.3324065,0.09008203
444.0,-3.2127466,-4.3330283,0.09006461
445.0,-3.21185,-4.33365,0.09004719
446.0,-3.2109532,-4.334272,0.09002976
447.0,-3.210056,-4.334893,0.090012334
448.0,-3.2091591,-4.335514,0.0899949
449.0,-3.208262,-4.3361354,0.089977466
450.0,-3.2073646,-4.3367558,0.089960024
451.0,-3.206467,-4.3373766,0.08994258
452.0,-3.2055693,-4.337997,0.08992513
453.0,-3.2046716,-4.3386173,0.08990768
454.0,-3.2037737,-4.339237,0.08989023
455.0,-3.2028756,-4.339857,0.08987276
456.0,-3.2019775,-4.340477,0.089855306
457.0,-3.2010791,-4.3410964,0.089837834
458.0,-3.2001808,-4.3417153,0.08982036
459.0,-3.1992822,-4.3423347,0.08980289
460.0,-3.1983833,-4.3429537,0.08978541
461.0,-3.1974845,-4.343572,0.08976793
462.0,-3.1965857,-4.344191,0.08975045
463.0,-3.1956863,-4.3448095,0.08973295
464.0,-3.1947873,-4.3454275,0.08971546
465.0,-3.1938877,-4.3460455,0.089697964
466.0,-3.1929882,-4.3466635,0.08968046
467.0,-3.1920886,-4.347281,0.08966296
468.0,-3.1911888,-4.3478985,0.08964545
469.0,-3.1902888,-4.3485155,0.08962794
470.0,-3.1893888,-4.349133,0.08961042
471.0,-3.1884885,-4.3497496,0.089592904
472.0,-3.1875882,-4.3503666,0.08957538
473.0,-3.1866877,-4.350983,0.08955785
474.0,-3.185787,-4.351599,0.08954032
475.0,-3.1848862,-4.3522153,0.08952278
476.0,-3.1839855,-4.3528314,0.08950524
477.0,-3.1830845,-4.3534474,0.0894877
478.0,-3.1821833,-4.354063,0.089470156
479.0,-3.181282,-4.354678,0.0894526
480.0,-3.1803806,-4.3552933,0.08943505
481.0,-3.179479,-4.3559084,0.08941749
482.0,-3.1785772,-4.3565235,0.08939993
483.0,-3.1776755,-4.357138,0.08938236
484.0,-3.1767735,-4.357753,0.08936479
485.0,-3.1758714,-4.358367,0.08934722
