t,x,y,z
475.0,0.6796347,-1.2303901,-0.04243511
476.0,0.6815497,-1.2291932,-0.042457283
477.0,0.68346316,-1.2279934,-0.04247935
478.0,0.685375,-1.2267907,-0.04250132
479.0,0.6872851,-1.225585,-0.042523187
480.0,0.68919367,-1.2243764,-0.042544954
481.0,0.6911005,-1.2231649,-0.042566616
482.0,0.6930057,-1.2219504,-0.042588178
483.0,0.6949092,-1.220733,-0.042609636
484.0,0.6968111,-1.2195127,-0.042630993
485.0,0.6987113,-1.2182894,-0.042652246
486.0,0.7006098,-1.2170632,-0.042673398
487.0,0.70250666,-1.2158341,-0.04269445
488.0,0.7044018,-1.2146021,-0.042715393
489.0,0.70629525,-1.2133671,-0.04273624
490.0,0.708187,-1.2121294,-0.042756982
491.0,0.71007705,-1.2108885,-0.04277762
492.0,0.7119654,-1.2096448,-0.042798154
493.0,0.71385205,-1.2083982,-0.042818587
494.0,0.715737,-1.2071488,-0.04283892
495.0,0.71762013,-1.2058964,-0.042859145
496.0,0.7195016,-1.204641,-0.04287927
497.0,0.72138137,-1.2033828,-0.04289929
498.0,0.7232594,-1.2021217,-0.042919207
499.0,0.7251356,-1.2008578,-0.042939022
500.0,0.72701013,-1.1995908,-0.042958733
501.0,0.7288829,-1.1983211,-0.04297834
502.0,0.7307539,-1.1970484,-0.04299784
503.0,0.73262316,-1.1957729,-0.043017242
504.0,0.73449063,-1.1944944,-0.04303654
505.0,0.7363563,-1.1932131,-0.04305573
506.0,0.7382203,-1.1919289,-0.04307482
507.0,0.7400824,-1.1906418,-0.043093804
508.0,0.74194276,-1.1893518,-0.043112684
509.0,0.74380136,-1.1880591,-0.04313146
510.0,0.7456581,-1.1867633,-0.04315013
511.0,0.74751306,-1.1854647,-0.0431687
512.0,0.7493662,-1.1841633,-0.043187164
513.0,0.7512176,-1.1828591,-0.043205522
514.0,0.75306714,-1.1815519,-0.04322378
515.0,0.7549148,-1.180242,-0.04324193
516.0,0.7567607,-1.1789291,-0.043259975
517.0,0.7586048,-1.1776134,-0.043277916
518.0,0.760447,-1.1762949,-0.043295752
519.0,0.76228744,-1.1749735,-0.043313485
520.0,0.76412594,-1.1736492,-0.043331113
521.0,0.76596266,-1.1723222,-0.043348633
